dataset,image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,edge_density,grad_energy,spec_ratio,category
PolypGen_C4,25_endocv2021_positive_29,0.48664707,0.35747936,0.26855168,0.3210649,0.22999375,0.17084359,0.08687955,0.45173624,0.5396858,0.009971547,0.0075414856,0.0047014854,PolypGen
PolypGen_C4,23_endocv2021_positive_254,0.3785498,0.3085481,0.23287855,0.30897906,0.248366,0.18202038,0.088098586,0.4106267,0.4342161,0.008992573,0.0078055686,0.008366609,PolypGen
PolypGen_C4,18_endocv2021_positive_334,0.48331922,0.36943573,0.29685515,0.3360237,0.24018724,0.18247508,0.0816031,0.40828934,0.5397249,0.0059307483,0.0077337394,0.008182388,PolypGen
PolypGen_C4,22_endocv2021_positive_982,0.46047133,0.31175894,0.23411104,0.30004942,0.24311702,0.1878282,0.082013965,0.5173854,0.5154995,0.015231482,0.011499218,0.019035012,PolypGen
PolypGen_C4,20_endocv2021_positive_873,0.49360815,0.40600607,0.37266293,0.3318586,0.25386217,0.22624192,0.0993288,0.30134052,0.5478475,0.012040895,0.009214353,0.034720775,PolypGen
PolypGen_C4,16_endocv2021_positive_849,0.47265056,0.35643208,0.2998476,0.30900475,0.21944079,0.1789902,0.077045724,0.39768815,0.52905357,0.0167337,0.011532226,0.011323302,PolypGen
PolypGen_C4,29_endocv2021_positive_323,0.50040144,0.34599558,0.26646113,0.33351412,0.25108626,0.18600497,0.07868163,0.4574951,0.55363786,0.007986112,0.0076371934,0.013387828,PolypGen
PolypGen_C4,18_endocv2021_positive_265,0.41583848,0.34700808,0.28826636,0.29221064,0.27027324,0.22765982,0.085534655,0.38726607,0.47300062,0.00617718,0.0075130737,0.051987365,PolypGen
PolypGen_C4,31_endocv2021_positive_38,0.44397792,0.35143343,0.3008788,0.31457546,0.23799004,0.19315495,0.07955257,0.3705304,0.49505186,0.009262153,0.007032284,0.01100598,PolypGen
PolypGen_C4,9_endocv2021_positive_1362,0.40594897,0.346776,0.25803548,0.31328413,0.25943238,0.18311253,0.09153884,0.40176463,0.46138516,0.004110243,0.006216408,0.0074811922,PolypGen
PolypGen_C4,25_endocv2021_positive_225,0.46192974,0.37863857,0.28774884,0.33252004,0.25596926,0.18895122,0.09301931,0.40329638,0.51404196,0.009714988,0.008219109,0.0119319055,PolypGen
PolypGen_C4,9_endocv2021_positive_650,0.4127201,0.32362053,0.25292417,0.30674422,0.23962504,0.18383448,0.09182764,0.41874728,0.46795487,0.016899595,0.010273694,0.012578608,PolypGen
PolypGen_C4,32_endocv2021_positive_339,0.4782828,0.37140444,0.2792405,0.30736867,0.23096089,0.17849693,0.08948845,0.444086,0.5333782,0.01955488,0.012360082,0.010155286,PolypGen
PolypGen_C4,6_endocv2021_positive_1007,0.39464855,0.31398842,0.2849038,0.29944912,0.22387311,0.18728809,0.09081534,0.33225048,0.44612616,0.0053327545,0.007977044,0.0030917246,PolypGen
PolypGen_C4,22_endocv2021_positive_1424,0.5026236,0.34094128,0.23978704,0.33517894,0.23211718,0.1682483,0.08463091,0.50605977,0.5585783,0.014292052,0.010461146,0.007594039,PolypGen
PolypGen_C4,6_endocv2021_positive_388,0.39385593,0.3346101,0.30959418,0.27257082,0.21571316,0.18503559,0.14494643,0.2878042,0.45090201,0.01146605,0.009453007,0.0067655286,PolypGen
PolypGen_C4,14_endocv2021_positive_230,0.43000847,0.34773543,0.28773537,0.33613613,0.24706079,0.19241598,0.1039728,0.34405258,0.48139295,0.009910783,0.0088121025,0.008412905,PolypGen
PolypGen_C4,12_endocv2021_positive_679,0.48557603,0.37889615,0.2957793,0.30050948,0.21106826,0.16308288,0.08572721,0.40827155,0.543073,0.0056095677,0.007317549,0.0059456984,PolypGen
PolypGen_C4,18_endocv2021_positive_115,0.4414333,0.32291788,0.2614933,0.28525478,0.208169,0.16233507,0.07623373,0.4334789,0.4981195,0.010671296,0.010165898,0.008778935,PolypGen
PolypGen_C4,32_endocv2021_positive_269,0.41709197,0.27361366,0.2117201,0.31796223,0.21548033,0.17319107,0.039197523,0.34369683,0.41718957,0.0124701,0.010262834,0.015392072,PolypGen
PolypGen_C4,35_endocv2021_negative_1027,0.41032958,0.3285679,0.285259,0.29152727,0.22421598,0.18372321,0.08410825,0.36387643,0.46607703,0.00797309,0.0076899785,0.0067259837,PolypGen
PolypGen_C4,11_endocv2021_positive_61,0.50797933,0.3538085,0.29013187,0.31738254,0.21536726,0.17254065,0.074227355,0.43898135,0.5659082,0.009286266,0.008027543,0.009471451,PolypGen
PolypGen_C4,24_endocv2021_positive_1415,0.42237517,0.31791875,0.24648301,0.3165,0.22189112,0.16632327,0.08770601,0.41482025,0.47325367,0.008185281,0.0071828365,0.004965278,PolypGen
PolypGen_C4,13_endocv2021_positive_464,0.5236879,0.36252365,0.31526917,0.3375921,0.21607015,0.17760892,0.06928319,0.39935222,0.5802738,0.013483314,0.010378389,0.011372493,PolypGen
PolypGen_C4,22_endocv2021_positive_225,0.46707305,0.30682135,0.21136996,0.32762533,0.21420641,0.15416488,0.08346504,0.51626474,0.52328527,0.006057099,0.0070310305,0.0053877314,PolypGen
PolypGen_C4,18_endocv2021_positive_1492,0.40936434,0.26672348,0.21595682,0.31406468,0.20931713,0.15388836,0.034803562,0.32034513,0.4093955,0.01583044,0.009191601,0.00093798223,PolypGen
PolypGen_C4,9_endocv2021_positive_1269,0.42719212,0.3558069,0.27540407,0.3034036,0.25142267,0.18725626,0.0895557,0.39958468,0.47958162,0.041072533,0.015858453,0.014079379,PolypGen
PolypGen_C4,10_endocv2021_positive_950,0.5044504,0.42149198,0.3555484,0.3320693,0.2514784,0.20278767,0.08576865,0.341065,0.55599463,0.020173611,0.0119075505,0.0071257716,PolypGen
PolypGen_C4,16_endocv2021_positive_498,0.45368764,0.35632926,0.30191967,0.30634823,0.2436035,0.20253202,0.07874112,0.38613918,0.50894094,0.007774402,0.007908998,0.027180748,PolypGen
PolypGen_C4,23_endocv2021_positive_1084,0.36067426,0.29519367,0.22914113,0.2854396,0.23303616,0.17720222,0.088084236,0.4087473,0.4162618,0.01146605,0.008940281,0.010066551,PolypGen
PolypGen_C4,24_endocv2021_positive_801,0.43099415,0.33825448,0.21856724,0.30331445,0.24635772,0.18005158,0.096743636,0.48301935,0.48178658,0.015550733,0.009603181,0.0070457174,PolypGen
PolypGen_C4,9_endocv2021_positive_538,0.40012062,0.26154682,0.21194701,0.31526357,0.20879179,0.16453601,0.034534622,0.32549456,0.40018323,0.025155285,0.011966145,0.012906539,PolypGen
PolypGen_C4,17_endocv2021_positive_457,0.408425,0.33985782,0.27962685,0.29508433,0.2573704,0.20341948,0.09131114,0.39323476,0.46536314,0.008611111,0.009204271,0.01587095,PolypGen
PolypGen_C4,24_endocv2021_positive_1139,0.40496352,0.3213651,0.20328735,0.26797867,0.2198889,0.15630178,0.09652969,0.49175456,0.45841354,0.0075925924,0.007410519,0.0068754824,PolypGen
PolypGen_C4,4_endocv2021_positive_34,0.4496865,0.34594604,0.28378502,0.30439433,0.22014385,0.17281426,0.08217969,0.3950988,0.50202733,0.010131655,0.007945028,0.008262442,PolypGen
PolypGen_C4,24_endocv2021_positive_1349,0.44402593,0.33687255,0.24544913,0.31529135,0.2276713,0.1622604,0.08843698,0.4473916,0.4944388,0.01366657,0.009066612,0.0023013118,PolypGen
PolypGen_C4,13_endocv2021_positive_573,0.5092624,0.35542333,0.30808198,0.3321243,0.2215994,0.18216977,0.07294896,0.39980415,0.56532955,0.013530575,0.0105681475,0.015490933,PolypGen
PolypGen_C4,11_endocv2021_positive_843,0.47673437,0.36331457,0.29597515,0.31538394,0.22477362,0.17583477,0.07872023,0.404205,0.53444505,0.0051403358,0.0062430436,0.008179013,PolypGen
PolypGen_C4,14_endocv2021_positive_1266,0.4171792,0.3317508,0.27511144,0.30144414,0.24499536,0.20437936,0.08689876,0.3858695,0.4702917,0.0126678245,0.009552968,0.030578222,PolypGen
PolypGen_C5,EndoCV2021_C5_50000300,0.38269842,0.30078852,0.21114764,0.2882246,0.21166697,0.18182811,0.15980159,0.46994117,0.42961836,0.016054206,0.010727069,0.0019883295,PolypGen
PolypGen_C5,EndoCV2021_C5_50000036,0.29935908,0.17904611,0.17831033,0.24115767,0.13999936,0.15510878,0.16154021,0.4286364,0.3256923,0.0060889274,0.010811946,0.007038484,PolypGen
PolypGen_C5,EndoCV2021_C5_50000149,0.4065063,0.31643334,0.23565264,0.30320767,0.2491511,0.19030795,0.12940535,0.45797667,0.45412982,0.015704572,0.009954979,0.001911169,PolypGen
PolypGen_C5,EndoCV2021_C5_50000198,0.42930412,0.27530262,0.21897754,0.3215486,0.19380856,0.15564913,0.14597042,0.3897544,0.43102306,0.016957948,0.008745908,0.0030666473,PolypGen
PolypGen_C5,EndoCV2021_C5_50000306,0.33677763,0.27195635,0.19691613,0.27623534,0.21336548,0.18550484,0.19194847,0.47239584,0.38439995,0.009109278,0.007934309,0.004133391,PolypGen
PolypGen_C5,EndoCV2021_C5_50000024,0.34007853,0.20546342,0.14664042,0.26642185,0.14905025,0.10297384,0.14044504,0.4399934,0.34096846,0.013135609,0.01128658,0.0015060764,PolypGen
PolypGen_C5,EndoCV2021_C5_50000206,0.3395829,0.22011495,0.16751911,0.27142686,0.19869336,0.15538517,0.14005046,0.41673332,0.3402828,0.0029195603,0.005200954,0.018703222,PolypGen
PolypGen_C5,EndoCV2021_C5_50000262,0.40984225,0.3391897,0.26664189,0.27586722,0.21510762,0.18473801,0.11367445,0.383825,0.45763177,0.03262587,0.013722539,0.0058830054,PolypGen
PolypGen_C5,EndoCV2021_C5_50000049,0.35135028,0.21866384,0.17059588,0.2954641,0.16840431,0.13040009,0.15271267,0.38903165,0.35269278,0.003990162,0.0047254004,0.00491657,PolypGen
PolypGen_C5,EndoCV2021_C5_50000278,0.3291606,0.25558797,0.2047707,0.26154906,0.19662467,0.15229936,0.08448498,0.26069233,0.33236906,0.038555652,0.014678295,0.005922068,PolypGen
PolypGen_C5,EndoCV2021_C5_50000319,0.4538006,0.3222613,0.24427404,0.2933859,0.21336696,0.19415934,0.14271535,0.4934272,0.5013037,0.020630786,0.012361644,0.010278742,PolypGen
PolypGen_C5,EndoCV2021_C5_50000079,0.37650988,0.33865365,0.26449475,0.27211496,0.21580449,0.18631043,0.19693302,0.395503,0.42876968,0.019220198,0.009714688,0.0033511766,PolypGen
PolypGen_C5,EndoCV2021_C5_50000286,0.34581375,0.2871324,0.23483574,0.24878085,0.20714264,0.17870505,0.11575727,0.37650523,0.39275002,0.03903694,0.013321241,0.0009876543,PolypGen
PolypGen_C5,EndoCV2021_C5_50000335,0.43022493,0.3451654,0.26459724,0.3499985,0.2529409,0.21095937,0.19480616,0.4314017,0.4776946,0.009900173,0.0065588974,0.0033256172,PolypGen
PolypGen_C5,EndoCV2021_C5_50000251,0.36706457,0.24126337,0.17460515,0.2627646,0.16964898,0.12992623,0.16273263,0.43211618,0.3717429,0.01376929,0.008482022,0.005218943,PolypGen
PolypGen_C5,EndoCV2021_C5_50000359,0.3036602,0.19586098,0.15531592,0.24154645,0.1430716,0.11357316,0.14103745,0.38420126,0.3048101,0.0076306905,0.0064463275,0.002317226,PolypGen
PolypGen_C5,EndoCV2021_C5_50000303,0.35086268,0.27478468,0.18820421,0.26720968,0.20055445,0.1774267,0.15937401,0.48653042,0.39770675,0.015745081,0.009619287,0.0017235725,PolypGen
PolypGen_C5,EndoCV2021_C5_50000348,0.3334337,0.24944061,0.20083663,0.26452646,0.20017806,0.16765687,0.16783549,0.34685674,0.33773813,0.009748746,0.007137522,0.0005815972,PolypGen
PolypGen_C5,EndoCV2021_C5_50000178,0.37351766,0.28410646,0.21301842,0.29447126,0.22295375,0.1721346,0.15426144,0.3572108,0.3755885,0.0075371335,0.00650517,0.008075328,PolypGen
PolypGen_C5,EndoCV2021_C5_50000151,0.3794447,0.30008823,0.2375594,0.25656968,0.20427978,0.18760239,0.13128302,0.44130865,0.42668024,0.018115837,0.012136235,0.005798129,PolypGen
PolypGen_C5,EndoCV2021_C5_50000243,0.4108737,0.28937155,0.22328037,0.30224243,0.23077956,0.1927015,0.15619265,0.39560357,0.41350648,0.014211516,0.007891112,0.028352624,PolypGen
PolypGen_C5,EndoCV2021_C5_50000314,0.34781832,0.25324237,0.20657167,0.287258,0.19242872,0.1740632,0.1781349,0.44193405,0.397835,0.013214699,0.0083929505,0.0018214699,PolypGen
PolypGen_C5,EndoCV2021_C5_50000212,0.38179448,0.24797864,0.1825112,0.2862317,0.17926805,0.13132943,0.14196698,0.414184,0.38251054,0.0054576583,0.0058490103,0.0012046682,PolypGen
PolypGen_C5,EndoCV2021_C5_50000207,0.26908076,0.25405073,0.20441116,0.22621742,0.21331567,0.17196558,0.2055097,0.2860772,0.2876766,0.003801601,0.004870993,0.0007783565,PolypGen
PolypGen_C5,EndoCV2021_C5_50000145,0.30999458,0.2472602,0.19668606,0.22855604,0.19015129,0.16910245,0.16635202,0.43834797,0.35825408,0.020150945,0.010368284,0.0011429398,PolypGen
PolypGen_C5,EndoCV2021_C5_50000071,0.3000489,0.20099689,0.15160275,0.268491,0.17267594,0.12578595,0.1423549,0.3882754,0.3011965,0.008510803,0.011629304,0.0038556135,PolypGen
PolypGen_C5,EndoCV2021_C5_50000197,0.4318186,0.26584446,0.20801483,0.31482783,0.18087095,0.14308049,0.1320621,0.4092791,0.43278113,0.011056617,0.007960978,0.0010199653,PolypGen
PolypGen_C5,EndoCV2021_C5_50000040,0.37169036,0.30944234,0.2541532,0.26317427,0.23005445,0.19744654,0.10929957,0.3773297,0.41938844,0.014827353,0.01124447,0.012432485,PolypGen
PolypGen_C5,EndoCV2021_C5_50000269,0.39213344,0.29057923,0.24962695,0.2643019,0.21041647,0.18820883,0.15070242,0.44038412,0.4419909,0.078186244,0.021736937,0.00800926,PolypGen
PolypGen_C5,EndoCV2021_C5_50000340,0.45291686,0.3607657,0.26052406,0.35235485,0.25642145,0.2056841,0.19812886,0.4628697,0.5005578,0.01632475,0.0087094745,0.0057798033,PolypGen
PolypGen_C5,EndoCV2021_C5_50000285,0.41844574,0.2590101,0.13267478,0.2964855,0.1691977,0.09347132,0.14779954,0.52301764,0.41930705,0.014296875,0.011672055,0.003165027,PolypGen
PolypGen_C5,EndoCV2021_C5_50000144,0.43346006,0.33838463,0.2686059,0.30824733,0.23786996,0.20879637,0.14824834,0.4395003,0.48143792,0.015329861,0.009916751,0.012310957,PolypGen
PolypGen_C5,EndoCV2021_C5_50000141,0.41041103,0.32127956,0.24042293,0.3902629,0.29019776,0.22910596,0.109905496,0.4951637,0.46597353,0.068205655,0.022536507,0.0025227864,PolypGen
PolypGen_C5,EndoCV2021_C5_50000237,0.35392717,0.24277125,0.18321267,0.28914034,0.19491749,0.1502433,0.15270306,0.3764759,0.3552046,0.005689622,0.0068140267,0.012238619,PolypGen
PolypGen_C5,EndoCV2021_C5_50000277,0.34555024,0.2832116,0.22026701,0.2650267,0.22147113,0.17746893,0.17906862,0.32639557,0.35449466,0.03377749,0.013071067,0.0063440395,PolypGen
PolypGen_C5,EndoCV2021_C5_50000202,0.3939167,0.2789456,0.21162567,0.29612795,0.20558253,0.15784855,0.15502457,0.37542856,0.39571914,0.007538098,0.005364508,0.004102527,PolypGen
PolypGen_C5,EndoCV2021_C5_50000266,0.39854246,0.30762303,0.26932594,0.27793148,0.25230333,0.2271604,0.15010035,0.4319228,0.4484899,0.05557147,0.017476283,0.053346355,PolypGen
PolypGen_C5,EndoCV2021_C5_50000307,0.3523972,0.29177037,0.20910391,0.2600286,0.22023104,0.18512827,0.15289019,0.44687793,0.3996599,0.010051119,0.008351843,0.0025511188,PolypGen
PolypGen_C5,EndoCV2021_C5_50000108,0.45908338,0.34201396,0.25609013,0.39511797,0.28136322,0.2332918,0.11873854,0.46706778,0.5062061,0.04155816,0.023474263,0.0017089844,PolypGen
PolypGen_C5,EndoCV2021_C5_50000228,0.3042676,0.21174122,0.16683765,0.27119854,0.17587742,0.13952193,0.15620781,0.3553357,0.30607286,0.0055058836,0.00592117,0.0033217592,PolypGen
PolypGen_C5,EndoCV2021_C5_50000140,0.41041103,0.32127956,0.24042293,0.3902629,0.29019776,0.22910596,0.109905496,0.4951637,0.46597353,0.068205655,0.022536507,0.0025227864,PolypGen
PolypGen_C5,EndoCV2021_C5_50000333,0.4505226,0.3808869,0.27366892,0.3553217,0.2702239,0.2047224,0.118238136,0.37273133,0.4972424,0.031952642,0.01225307,0.0037673612,PolypGen
PolypGen_C5,EndoCV2021_C5_50000181,0.39177766,0.28771147,0.2058788,0.29195398,0.20217498,0.14378366,0.15219983,0.37914705,0.39291233,0.0047743055,0.0050666532,0.0046735145,PolypGen
PolypGen_C5,EndoCV2021_C5_50000371,0.32422283,0.2001052,0.14995149,0.2864841,0.17573622,0.12400893,0.0516924,0.34944722,0.32490698,0.011029128,0.007486776,0.0015629822,PolypGen
PolypGen_C5,EndoCV2021_C5_50000143,0.33062646,0.2747381,0.22379737,0.25365272,0.20350944,0.18058066,0.1586684,0.4035211,0.37829128,0.019588156,0.010113221,0.0015755208,PolypGen
PolypGen_C5,EndoCV2021_C5_50000173,0.34144825,0.31689802,0.2675376,0.27723214,0.24632551,0.20149596,0.15518619,0.20536026,0.36111733,0.006018036,0.005484162,0.010664545,PolypGen
PolypGen_C5,EndoCV2021_C5_50000377,0.33224407,0.21490405,0.17960887,0.30403274,0.22483945,0.21141239,0.1152375,0.45949736,0.38553002,0.015956309,0.011595433,0.004605999,PolypGen
PolypGen_C5,EndoCV2021_C5_50000355,0.31259608,0.19285925,0.14431576,0.24170123,0.13312124,0.096078865,0.13479477,0.41888785,0.31372705,0.005085841,0.0054442585,0.000588831,PolypGen
PolypGen_C5,EndoCV2021_C5_50000095,0.34592983,0.26751262,0.21773137,0.2788308,0.19301043,0.14972605,0.103455104,0.25173178,0.3551043,0.014684606,0.008696485,0.0034567902,PolypGen
PolypGen_C5,EndoCV2021_C5_50000070,0.32390824,0.25513595,0.20961231,0.25923944,0.19451949,0.17953429,0.16217826,0.44206378,0.37087327,0.010383391,0.008255722,0.0026292438,PolypGen
PolypGen_C5,EndoCV2021_C5_50000127,0.3899273,0.27199692,0.2071544,0.3652626,0.27686042,0.25051892,0.12192866,0.5198224,0.43807617,0.04490379,0.020014124,0.029025607,PolypGen
PolypGen_C5,EndoCV2021_C5_50000356,0.37246913,0.22652422,0.17122063,0.28535327,0.16585629,0.12276487,0.13083917,0.42385426,0.3733565,0.006880787,0.006563897,0.0009944058,PolypGen
PolypGen_C5,EndoCV2021_C5_50000078,0.39043748,0.32850695,0.2594426,0.2678373,0.19751793,0.1764124,0.18507922,0.41655263,0.44126803,0.017057292,0.009353551,0.0015808257,PolypGen
PolypGen_C5,EndoCV2021_C5_50000054,0.3989686,0.28438917,0.20763905,0.28898475,0.18577644,0.16451947,0.16561222,0.50925124,0.44550896,0.00774402,0.006190527,0.00031298224,PolypGen
PolypGen_C5,EndoCV2021_C5_50000122,0.42578602,0.30997336,0.24185097,0.38707718,0.28290606,0.24713957,0.12598884,0.47414133,0.47341707,0.045518663,0.022167435,0.009186922,PolypGen
PolypGen_C5,EndoCV2021_C5_50000194,0.37388268,0.25087717,0.18921104,0.29499975,0.188211,0.140338,0.14926066,0.38800487,0.37527138,0.024767071,0.012704902,0.0021122685,PolypGen
PolypGen_C5,EndoCV2021_C5_50000336,0.40329525,0.34863392,0.25763515,0.32097822,0.25379595,0.20527688,0.20066915,0.42552453,0.4509034,0.009216821,0.0069492073,0.002829379,PolypGen
PolypGen_C5,EndoCV2021_C5_50000297,0.3655014,0.22067282,0.13736731,0.2791582,0.16924506,0.099196695,0.049095538,0.42694873,0.3658717,0.025681423,0.010616705,0.002814429,PolypGen
PolypGen_C5,EndoCV2021_C5_50000009,0.4046802,0.23357897,0.16615275,0.30762878,0.17279226,0.12652974,0.061111793,0.4110204,0.40565845,0.017471546,0.009402973,0.005120081,PolypGen
PolypGen_C5,EndoCV2021_C5_50000258,0.3933914,0.34802386,0.27494547,0.26428857,0.22397624,0.20618734,0.15063235,0.37207568,0.44703868,0.022793692,0.011795259,0.012663001,PolypGen
PolypGen_C5,EndoCV2021_C5_50000123,0.36441895,0.28358158,0.21616594,0.34508106,0.29583305,0.25846636,0.12675029,0.5049433,0.41186255,0.03772425,0.022712097,0.016411675,PolypGen
PolypGen_C5,EndoCV2021_C5_50000253,0.423871,0.24700822,0.13732342,0.29661223,0.17026246,0.09831758,0.13980138,0.52734023,0.42474875,0.008222415,0.0062899617,0.0032749807,PolypGen
PolypGen_C5,EndoCV2021_C5_50000230,0.42869604,0.2777115,0.21559799,0.32639915,0.21387681,0.17066543,0.15068354,0.4035972,0.43030632,0.0043258104,0.004592055,0.009737655,PolypGen
PolypGen_C5,EndoCV2021_C5_50000276,0.26865783,0.25120705,0.20818914,0.25760856,0.22741614,0.18987182,0.21850385,0.25902414,0.28206268,0.027973572,0.011366471,0.019494599,PolypGen
PolypGen_C5,EndoCV2021_C5_50000221,0.3203157,0.28549293,0.22477193,0.2619463,0.2429145,0.2011966,0.19336666,0.29052505,0.32715037,0.008605324,0.007805377,0.021997493,PolypGen
PolypGen_C5,EndoCV2021_C5_50000330,0.40459928,0.3008647,0.24266846,0.27497536,0.20394608,0.19292918,0.16569817,0.4761447,0.4526228,0.011061922,0.007620142,0.013183353,PolypGen
PolypGen_C5,EndoCV2021_C5_50000080,0.32115766,0.3142075,0.25269,0.23100114,0.21711677,0.18875377,0.2189164,0.38780844,0.3863861,0.017985629,0.008993912,0.0030324075,PolypGen
PolypGen_C5,EndoCV2021_C5_50000027,0.36168513,0.22999704,0.17447019,0.29953036,0.18804957,0.13521138,0.057264835,0.35609162,0.36207852,0.025518423,0.011195965,0.0030931714,PolypGen
PolypGen_C5,EndoCV2021_C5_50000084,0.32323995,0.314813,0.26082748,0.25025597,0.21463864,0.1956248,0.24359855,0.35614187,0.38591677,0.0132663,0.0074338536,0.005529514,PolypGen
PolypGen_C5,EndoCV2021_C5_50000077,0.38815337,0.3234188,0.26176414,0.26658282,0.20148481,0.18443607,0.18437849,0.42216423,0.43993688,0.021671489,0.011585121,0.006273148,PolypGen
PolypGen_C5,EndoCV2021_C5_50000101,0.43009126,0.31355584,0.23688047,0.39818686,0.29457435,0.2502369,0.118252665,0.49315095,0.47695422,0.06624349,0.025846377,0.012505425,PolypGen
PolypGen_C5,EndoCV2021_C5_50000167,0.3839151,0.32394305,0.28422153,0.27812383,0.22316514,0.20262745,0.17524633,0.3625927,0.43235424,0.025035204,0.01209938,0.0056221066,PolypGen
PolypGen_C5,EndoCV2021_C5_50000199,0.4031053,0.235815,0.1902631,0.28915694,0.17122245,0.14544909,0.1251712,0.43608707,0.40398902,0.020699266,0.009918969,0.002999132,PolypGen
PolypGen_C5,EndoCV2021_C5_50000270,0.38825747,0.3240863,0.2809604,0.2695846,0.23905338,0.21693802,0.16742197,0.39296785,0.44268528,0.04498264,0.016215438,0.032233313,PolypGen
PolypGen_C5,EndoCV2021_C5_50000115,0.43137088,0.31838593,0.24848618,0.3936473,0.29002538,0.24667953,0.11583734,0.47636318,0.47857723,0.034857854,0.018443279,0.002350984,PolypGen
PolypGen_C5,EndoCV2021_C5_50000232,0.4135214,0.2574755,0.19814192,0.30444103,0.18894476,0.14767344,0.13669151,0.4162075,0.414334,0.0055078124,0.0057388744,0.0027690972,PolypGen
PolypGen_C5,EndoCV2021_C5_50000310,0.37275404,0.272896,0.21841791,0.252794,0.1838532,0.16086364,0.17271772,0.39290008,0.38861778,0.011934317,0.008576571,0.017063562,PolypGen
PolypGen_C5,EndoCV2021_C5_50000152,0.39067787,0.3042205,0.22071853,0.27542087,0.23027702,0.18457465,0.14170273,0.48359725,0.43886885,0.017546779,0.010269578,0.0024614197,PolypGen
PolypGen_C5,EndoCV2021_C5_50000100,0.3819282,0.28303012,0.22336076,0.3871307,0.29369485,0.25530207,0.1148677,0.48955214,0.42887607,0.04828559,0.02030388,0.012125651,PolypGen
PolypGen_C5,EndoCV2021_C5_50000254,0.42674664,0.25084892,0.13893636,0.29703265,0.17044781,0.09632394,0.13930245,0.5256391,0.42751947,0.008333815,0.006958698,0.0028023727,PolypGen
PolypGen_C6,EndoCV2021_C6_0100102,0.49584654,0.41648394,0.24707806,0.43216386,0.4160655,0.33611825,0.07202943,0.38194743,0.49625242,0.0062162424,0.0047583985,0.14851224,PolypGen
PolypGen_C6,EndoCV2021_C6_0100001,0.57813394,0.3461822,0.19293857,0.30128738,0.24539468,0.20503047,0.06415001,0.59568834,0.57820344,0.005733025,0.0057976074,0.041830152,PolypGen
PolypGen_C6,EndoCV2021_C6_0100032,0.50285244,0.36171302,0.22327249,0.29145238,0.23430349,0.17507887,0.076881945,0.4985592,0.5029339,0.022598267,0.013828908,0.00894928,PolypGen
PolypGen_C6,EndoCV2021_C6_0100027,0.43146005,0.3050032,0.16689286,0.31964394,0.24688528,0.16353576,0.065034196,0.4569102,0.43152124,0.006596258,0.0062790215,0.012145544,PolypGen
PolypGen_C6,EndoCV2021_C6_0100014,0.41822788,0.26103336,0.1413484,0.31084308,0.21073993,0.13419592,0.06653171,0.61301357,0.41827205,0.0061959876,0.0060706884,0.00505353,PolypGen
PolypGen_C6,EndoCV2021_C6_0100086,0.29366735,0.19350973,0.13733523,0.34430882,0.2447293,0.18540365,0.0351851,0.28690138,0.29399213,0.005692033,0.004255779,0.010917245,PolypGen
PolypGen_C6,EndoCV2021_C6_0100012,0.3994324,0.28488123,0.17323354,0.37037608,0.29504302,0.22450086,0.06369197,0.46470705,0.39953715,0.0030970294,0.0041425233,0.040065587,PolypGen
PolypGen_C6,EndoCV2021_C6_0100021,0.55973506,0.37670672,0.29108077,0.32782415,0.2540976,0.21179949,0.052385908,0.43527174,0.5597994,0.010191937,0.008230199,0.02450762,PolypGen
PolypGen_C6,EndoCV2021_C6_0100006,0.44574466,0.26663962,0.15857732,0.29361296,0.20736796,0.14246286,0.058495987,0.5863049,0.44577152,0.009211034,0.008524209,0.00713831,PolypGen
PolypGen_C6,EndoCV2021_C6_0100088,0.34920537,0.20046157,0.15981445,0.38190207,0.22976725,0.1867147,0.0250088,0.2880741,0.34923026,0.0028616898,0.003821057,0.0033704669,PolypGen
PolypGen_C6,EndoCV2021_C6_0100114,0.34906116,0.24369822,0.12620124,0.34102488,0.278661,0.20782024,0.05824187,0.46904325,0.34922785,0.006131366,0.0059927865,0.04134838,PolypGen
PolypGen_C6,EndoCV2021_C6_0100082,0.42404252,0.30854073,0.17179805,0.4464419,0.3355833,0.20649745,0.051903777,0.30818358,0.42473575,0.012736786,0.0076169106,0.011969522,PolypGen
PolypGen_C6,EndoCV2021_C6_0100066,0.36757076,0.24777989,0.16334157,0.3603028,0.2749086,0.20853503,0.047161713,0.430081,0.3676304,0.013546007,0.0077452417,0.02230083,PolypGen
PolypGen_C6,EndoCV2021_C6_0100109,0.41445196,0.28181466,0.15440279,0.3802782,0.27845782,0.18530338,0.059743848,0.44591218,0.4145864,0.008123553,0.00669006,0.0108743245,PolypGen
PolypGen_C6,EndoCV2021_C6_0100113,0.4291898,0.29030716,0.17644009,0.35748863,0.24796402,0.16564189,0.05399493,0.40522832,0.42924666,0.009012345,0.0069998875,0.0068016974,PolypGen
PolypGen_C6,EndoCV2021_C6_0100081,0.42135882,0.3227784,0.16678068,0.4443482,0.35724872,0.19609116,0.05585392,0.31306967,0.4217177,0.016695602,0.008264944,0.0037774884,PolypGen
PolypGen_C6,EndoCV2021_C6_0100039,0.48932078,0.3424365,0.21772066,0.402736,0.3034571,0.21113005,0.061052624,0.37492302,0.490404,0.010333719,0.007735864,0.016820023,PolypGen
